date,city,station,latitude,longitude,NO2,temperature_2m,humidity_2m,wind_speed_2m,wind_direction_2m,precipitation,sarimax,lstm,prophet,arima_garch
2017/6/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,28.24,91.66,4.43,215,28.81,33.66415696,27.62529565,26.63376525,28.28591883
2017/6/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,27.15,91.6,3.7,217.5,53.38,35.06466755,27.6942732,32.24252333,33.56665349
2017/6/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,27.29,87.94,3.69,211.8,21.5,36.04210402,28.24744168,29.24181344,33.42362873
2017/6/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,45,27.54,91.17,3.62,201.7,23.53,35.71971918,28.65287077,28.94917962,33.80167116
2017/6/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,27.67,91.47,3.72,205,21.13,35.6185337,29.12565394,29.33072988,37.56616739
2017/6/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,28.06,91.57,3.87,195.9,13.41,33.00091743,29.29717335,25.50272318,33.79373184
2017/6/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,28.36,88.25,3.8,179.1,3.58,33.14736756,28.86565505,24.59278297,24.28355405
2017/6/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,28.4,87.15,3.23,173.2,2.53,33.12926974,28.482456,25.38136119,29.99219436
2017/6/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,28.27,89.65,3.53,197.3,6.53,29.62732669,28.27185855,22.89567203,26.45459674
2017/6/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,28.52,87.37,3.78,208.8,2.55,32.8357253,27.73670039,25.63737158,22.88883954
2017/6/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.11,85.3,3.9,211,1.23,34.30284032,27.02211889,27.33080691,23.21160723
2017/6/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.59,85.35,2.88,202.7,1.4,35.90336553,26.37847776,30.6084819,23.94584629
2017/6/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,28.68,83.32,2.55,213,0.28,35.99431547,25.92918215,31.8610027,25.85184388
2017/6/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,28.53,81.45,1.88,204.8,0.4,38.54256209,25.60296437,35.31418183,25.90526963
2017/6/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.77,77.15,2.33,162.1,0.59,36.76287332,25.7040732,31.50467124,29.29613607
2017/7/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.83,78.53,3.25,187.4,4.03,32.62335892,25.9310918,27.07301238,22.25765064
2017/7/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,28.47,86.81,4.06,181.3,18.84,33.77432199,26.17845253,27.28798636,27.48166878
2017/7/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.4,87.34,3.84,181.3,19.13,34.78655767,26.30700743,28.63311079,29.92210286
2017/7/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.38,86.88,3.2,160.3,15.77,35.25985939,26.2603377,29.36687043,24.31836364
2017/7/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,27.96,88.23,3.97,114.7,15.77,30.531513,26.2843263,23.30295608,25.29915862
2017/7/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.16,87.92,4.79,133.7,7.91,30.11032823,26.61773642,20.5173307,24.97342543
2017/7/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,27.84,87.65,3.86,174,12.94,33.61014769,27.19899771,26.28389573,26.67034343
2017/7/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.17,87.11,4.13,171.1,9.11,29.02288496,28.20414823,20.5087181,32.15988232
2017/7/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.44,85.83,3.59,181.4,2.86,33.13644762,28.92254561,24.28913573,23.74995885
2017/7/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.54,84.23,2.97,190.2,1.07,35.35711426,29.35673364,27.53703408,27.04717328
2017/7/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.8,81.46,2.55,162.8,1.55,36.22699817,29.47241631,28.51325765,24.61247828
2017/7/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,28.82,81.17,2.12,130.4,2.86,34.44935919,29.59027971,27.05579958,22.63793498
2017/7/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,28.89,82.02,2.47,120.1,3.43,33.80862087,29.5913743,25.97047823,21.61968847
2017/7/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,28.68,82.32,3.19,119.7,6.03,32.08642508,29.53512436,23.22619172,21.52675687
2017/7/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,13,28.49,84.59,4.85,113.2,6.91,25.10750561,29.73375051,13.67116159,21.26401723
2017/7/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.27,85.5,5.07,109.6,10.39,28.22700136,29.95886342,16.15501981,18.70068289
2017/7/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,27.5,89.08,4.75,135.5,25.6,32.12571857,30.59128587,21.64639846,24.68500255
2017/7/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,27.28,87.98,4.78,131.9,33.26,33.76184182,31.48372722,24.56992606,26.38306677
2017/7/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,15,27.47,87.33,2.5,133.5,9.74,34.02210713,32.47762783,25.52305702,23.2327445
2017/7/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,15,28.02,87.2,2.83,110.7,2.76,31.77197404,32.59943403,22.51973902,19.12523177
2017/7/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.19,88.17,3.3,98.6,3.37,29.0607714,32.57873162,19.49997685,19.64300082
2017/7/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.27,85.34,2.48,91.2,2.22,27.26240274,32.73131276,19.25795153,21.59304536
2017/7/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,27.52,87.96,3.88,92.6,10.16,29.16703408,32.71325708,19.32562883,21.05345979
2017/7/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,28.15,85.84,3.2,117.5,2.46,31.53371902,32.79292254,21.48705015,23.95891323
2017/7/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,28.63,83.21,2.14,122.5,0.5,34.19978475,32.69115208,26.20225981,21.64808863
2017/7/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.79,81.54,1.83,105.9,1.66,33.32121185,32.43564531,26.63378599,23.80604788
2017/7/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.64,84.68,3.6,74.4,1.11,28.92865358,32.11682496,21.05951063,22.82240706
2017/7/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,28.96,82.24,2.73,66,0.66,29.594325,32.0910568,23.73235069,24.77943461
2017/7/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,53,30.21,77.93,1.09,294.5,0.66,32.53161278,32.60984676,33.43128201,31.52391923
2017/7/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,30.13,86.01,3.54,270.1,2.54,30.85700089,32.78620411,26.75873906,39.52080701
2017/7/31,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,29.4,90.55,4.45,236.4,7.17,30.92906438,31.74217216,24.44383613,26.46137089
2017/8/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,29.01,90.74,3.42,208.5,6.71,33.46883124,30.17821038,27.58964948,25.74446939
2017/8/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,28.89,88.41,2.56,194.5,8.48,34.70528095,28.94191225,29.99992025,31.75784984
2017/8/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,28.03,87.52,1.91,186.1,13.95,38.0059958,27.93251398,34.91709063,28.51810976
2017/8/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,28.15,87.45,2.51,157.5,4.44,33.85669071,27.20186703,28.0756125,28.17330353
2017/8/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,29.06,84.41,2.28,176.7,1.52,31.3796623,26.83630516,26.4060944,29.52215895
2017/8/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,29.39,83.41,2.56,239.9,1.52,34.86687933,26.34368808,32.20000432,27.06772434
2017/8/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,29.38,83.38,3.17,230,1.89,34.83942334,25.84207357,30.98294435,25.24589493
2017/8/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,29.38,84.92,3.92,212.9,3.18,33.82923452,25.29111116,28.48189145,22.58407531
2017/8/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,29.13,87.63,3.96,215.8,4.01,32.23420279,24.66087491,26.94429062,21.70045634
2017/8/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,15,29.06,88.44,3.86,213.6,2.7,32.83091864,24.1689969,27.49535706,23.93560298
2017/8/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,17,28.72,84.6,3.78,193.7,0.95,33.14111785,23.66901179,26.85718368,19.81178328
2017/8/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.8,84.2,3.96,202.1,1.01,29.584925,23.43858888,23.31503767,21.47847463
2017/8/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,28.82,81.4,3.37,204.6,0.05,34.7311922,23.34886751,28.79810457,22.06996457
2017/8/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,28.96,82.38,3.35,209.4,0.09,35.10052187,23.43618808,29.3531995,22.94984413
2017/8/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.89,80.63,2.72,215.2,0.1,37.27252961,23.54601552,33.13995625,22.6674422
2017/8/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,28.54,83.27,2.11,228.9,0.81,36.76086558,23.68863784,34.02220617,23.79648573
2017/8/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,28.89,79.8,1.49,225.5,0.26,39.3037881,23.9064747,37.39895294,28.82578706
2017/8/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,29.58,76.72,1.17,175.9,0.16,38.44566669,24.33137032,34.57833441,31.59906386
2017/8/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,29.81,74.38,1.36,196.6,0.07,35.78594974,24.9655013,32.36175823,29.10415579
2017/8/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,45,29.78,77.99,1.94,254.1,0.18,36.6880727,25.65001962,34.44371744,31.04471258
2017/8/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,30.15,80.58,2.14,274,0.35,35.12480246,26.38407412,33.25234297,36.28792457
2017/8/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,13,30.06,82.08,2.65,17.6,9.81,30.61465641,26.86328631,28.56389169,30.51414262
2017/8/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,27.47,85.62,10.92,101.3,31.86,21.57126174,26.94461889,5.441273214,18.3437939
2017/8/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.44,85.68,4.3,140.5,3.82,31.19719857,27.14348181,20.94144299,25.07390767
2017/8/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.5,80.42,2.23,103.5,3.25,33.16213758,27.69396852,26.59477795,22.36989045
2017/8/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,11,28.49,80.91,3.69,77.1,6.42,26.34899497,28.75931402,18.90765124,25.03647248
2017/8/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,27.21,90.23,8.5,115.6,68.56,28.70726309,29.82358308,18.67103341,17.34977391
2017/8/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,27.1,90.28,4.55,150.2,15.68,32.07453376,31.1714338,21.72859624,24.30158659
2017/8/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,60,28.34,80.33,1.47,356.8,0.16,34.23277549,32.50563993,33.29769078,34.58530757
2017/8/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,49,29.05,77.04,1.39,7.8,1.76,33.58320848,34.50042888,32.82684002,44.28890054
2017/8/31,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,47,28.98,82,1.18,274.2,3.77,37.94612507,36.34783913,37.897632,36.83958594
2017/9/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,49,28.07,85.76,1.13,171.1,15.09,38.41169685,36.50579934,34.60772057,37.82677721
2017/9/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,28.22,81.69,1.3,313.3,9.33,32.67295954,35.98988494,34.13249606,39.41104211
2017/9/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,28.23,87.75,3.21,304.4,62.03,37.20884942,35.27874692,40.99169546,33.11953819
2017/9/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,27.2,90.03,5.14,234.6,14.47,32.80923559,35.01531175,25.8320804,32.19499128
2017/9/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,27.94,90.3,2.83,173.1,11.73,35.16053185,34.19201949,28.95442154,34.87545024
2017/9/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396, ,28.44,86.91,1.71,179.1,3.99,35.98667777,33.30204099,31.24859926,27.38929267
2017/9/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,,28.32,86.95,1.63,195,4.15,37.46570684,32.35498807,33.94933092,30.72560377
2017/9/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,,28.03,85.06,2.11,172.5,2.76,35.80360881,31.10497714,30.89758649,32.05871972
2017/9/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,,28.18,86.55,2.68,184.5,6.86,31.64475629,30.28434949,26.94186187,33.886274
2017/9/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,43,28.58,84.52,2.22,181.6,3.36,35.57252881,29.86478184,30.86963117,35.71939153
2017/9/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,45,29.34,79.45,1.34,250.1,1.22,38.52751558,29.84164118,39.10695355,37.65005261
2017/9/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,29.49,82.2,1.82,354.6,3.58,32.40608199,29.9970195,34.4795358,38.82501475
2017/9/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,29.11,82.44,3,72.2,7.8,29.95287131,30.25164767,27.26020415,30.01102051
2017/9/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,28.39,78.49,4.03,83.7,0.99,30.70669676,30.61902262,25.89291746,29.26642065
2017/9/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,47,28.63,77.49,1.39,64.5,0.28,33.42334899,31.39063049,33.64228391,35.19437732
2017/9/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,45,28.97,76.37,2.18,299.2,0.03,32.02247077,32.55512405,35.26207096,40.70718286
2017/9/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,29.4,71.67,1.54,353.2,0.03,34.77666903,33.24864942,38.5262344,38.85633768
2017/9/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,28.42,74.55,2.29,110.2,0.07,35.62786592,33.87083775,33.09143907,31.81398512
2017/9/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,28.16,76.54,2.54,121,0,35.9047828,34.21011657,33.34546034,30.7867593
2017/9/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.43,80.95,1.95,114.8,2.23,34.08523716,34.29736438,32.75873621,30.80370627
2017/9/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,28.89,80.07,1.87,117.4,2.79,35.04852679,34.07885799,34.30336432,29.42166587
2017/9/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,28.59,82.69,2.85,99.3,4.62,31.22571312,33.68969574,29.75995935,28.27319122
2017/9/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.65,85.12,3.49,100,1.99,25.61641468,33.14824912,22.89504251,26.42925529
2017/9/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.56,85.17,5.67,106.5,3.43,26.03738597,32.70258552,19.70403519,25.24853748
2017/9/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.89,83.35,3.82,149.8,2.8,32.33440426,32.56623292,28.66860247,27.49605012
2017/9/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,55,29.28,78.32,1.44,143.1,0.13,37.27768336,32.48885239,37.6917973,28.60257851
2017/9/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,49,29.52,77.21,1.39,232.5,0.1,38.7513839,33.36280015,42.93169396,45.58438459
2017/9/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,21,29.39,79.63,1.54,182.4,0.53,38.19344205,33.86260759,39.86716891,39.29199556
2017/9/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,28.9,80.67,2.98,112,1.59,31.69506309,33.17612124,30.85055782,24.28596074
2017/9/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.16,84.23,3.79,99,6.1,26.26361677,33.19892075,25.00031786,33.65441629
2017/10/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.62,84.59,4.09,107.5,3.26,28.73555239,33.31779952,25.98240966,26.33413221
2017/10/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,28.81,82.72,2.73,108.2,2.36,32.02437164,33.39442949,31.5183176,25.17229156
2017/10/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,28.95,80.71,2.39,107.8,1.23,33.44019163,33.59909589,34.02554186,28.02181163
2017/10/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,19,28.26,82.77,3.54,86.4,8.28,30.31545047,33.82632774,30.81531039,30.81106459
2017/10/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,27.95,79.59,3.86,71.9,3.39,30.83144496,33.79614851,31.4659372,23.65051299
2017/10/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.04,80.27,3.4,77.4,0.69,30.24027299,34.00156045,30.97822722,27.76597357
2017/10/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.09,82.08,4.08,77,1.89,25.14191877,34.74585625,24.95474414,27.9351423
2017/10/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,28.13,78.78,3.92,67,0.31,29.31953462,35.34526833,29.38244337,25.99719053
2017/10/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,28.13,83.29,4.98,72.5,2.18,27.25127949,36.12180032,25.58438513,27.99244056
2017/10/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,23,28.91,81.19,4.13,80.2,0.51,29.1482932,36.59111864,28.78583711,26.29185915
2017/10/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,29.12,79.26,3.32,82.6,1.09,30.04653985,36.65384808,31.00211092,25.8910891
2017/10/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,27.74,75.25,3.98,24.8,2.35,31.63472743,36.6887089,35.22477755,27.59117315
2017/10/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,24.94,73.65,6.17,9.6,2.07,30.60454592,37.35154134,31.70377626,27.1655153
2017/10/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,13,24.03,76.88,7.76,7.3,5.87,24.8434219,38.23378901,23.8375988,25.98423081
2017/10/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,24.19,86.98,10.2,43.1,26.28,22.65660614,38.50803137,17.30996876,19.51578544
2017/10/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,27.18,89.16,5.87,86.5,14.86,26.69641983,38.98883811,24.04404029,32.93067325
2017/10/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,25.97,86.87,4.81,62.9,3.41,28.74605305,39.22380824,27.97857288,31.57693837
2017/10/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,25.67,79.73,3.81,32.8,0.33,31.32954659,39.6526489,33.68096984,28.52317437
2017/10/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,24,24.14,76.97,4.98,14.7,0.12,32.77677335,40.3647272,34.48407821,28.01526092
2017/10/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,23.28,76.22,4.72,13.2,0.02,33.34977307,40.90248486,35.32346727,25.72755475
2017/10/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,22.46,73.2,4.74,9.4,0.01,31.67390546,41.23989104,33.731565,27.26741122
2017/10/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,47,21.8,68.4,4.12,16.2,0.01,38.06432558,41.61399835,40.23265687,30.46985625
2017/10/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,53,22.59,66.37,3.12,46.5,0,40.13414424,42.47315637,42.21878801,38.89255146
2017/10/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,23.56,63.44,3.23,65.2,0.24,40.83608824,43.31946965,42.19057571,41.33746362
2017/10/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,45,23.56,68.03,3.31,73.2,0.08,38.45179603,43.56804767,38.7720671,34.34709429
2017/10/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,66,23.96,68.05,1.94,46.2,0,40.48388982,43.4378763,44.17051275,38.50326111
2017/10/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,55,24.09,61.46,2.52,21.7,0,40.72287188,43.65535458,45.01027588,50.75496365
2017/10/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,23.21,65.05,3.77,8.8,0,35.16630712,43.90157779,37.69999368,42.66744846
2017/10/29,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,47,22.77,67.62,4.45,34.7,0,36.63721732,43.50917884,35.91569327,33.47860009
2017/10/30,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,49,21.77,65.3,4.91,50.2,0,38.39166016,43.25047808,36.1896757,42.09003304
2017/10/31,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,51,20.85,64.8,3.93,61,0,41.67971898,43.37046994,40.5813753,41.93406444
2017/11/1,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,51,22.05,68.9,2.98,67.3,0,39.92399733,43.55862339,39.45960045,43.65055418
2017/11/2,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,51,22.97,69.51,2.78,48.4,0,39.59736309,43.26975203,40.39195804,43.81489503
2017/11/3,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,23.28,65.89,3.84,42.5,0.05,37.8054713,42.87970358,37.40510746,44.28611668
2017/11/4,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,22.67,65.08,5.28,52.9,0.06,32.93773939,42.61414535,29.70237296,38.55209027
2017/11/5,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,47,22.25,61.95,4.51,55.1,0.15,39.00905354,42.61872922,36.26338379,38.0108697
2017/11/6,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,22.62,75.94,3.31,62.1,3.5,37.30803154,43.23114449,35.43110059,43.62939282
2017/11/7,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,23.04,80.45,3.24,25.5,4.8,35.98538895,42.50297487,36.41848394,39.09852769
2017/11/8,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,23.28,83.68,3.46,44.7,2.7,33.09623169,41.1936557,31.70296212,35.84824327
2017/11/9,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,23.9,76.25,3.72,76.9,0.19,35.70386412,39.42842525,32.52693964,33.90944709
2017/11/10,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,24.9,73.39,2.27,57.5,0,36.54668132,38.19844817,36.59128438,35.239697
2017/11/11,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,24.16,81.37,3.59,76.2,0.51,29.6163208,37.31826356,26.23688306,35.97976211
2017/11/12,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,34,22.59,81.65,4.75,73.2,6.9,33.10342501,35.96591826,28.2978656,30.83649982
2017/11/13,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,22.47,85.86,3.91,72.5,6.32,33.85596616,35.23968775,30.12553894,36.39048315
2017/11/14,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,32,23.28,84.06,2.73,72.7,5.11,35.94578873,34.1633475,34.40624553,32.73526952
2017/11/15,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,23.17,83.59,3.12,76.7,0.62,34.23246382,33.07184722,31.54061913,34.48093397
2017/11/16,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,23.26,82.37,3.31,94.1,0.01,35.66975124,32.16238546,32.17965051,32.7806662
2017/11/17,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,43,24.14,85.67,1.92,131,0.07,37.06606535,31.67186863,34.58021482,36.57038971
2017/11/18,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,23.82,79.17,3.84,21.6,1.68,29.78168387,30.88399584,29.67425318,40.04157469
2017/11/19,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,28,19.76,77.92,4.84,55.7,0.8,35.71404336,30.92621688,31.77106551,30.48216718
2017/11/20,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,17.9,76.58,5.44,22.6,0.86,37.62210402,31.55285069,34.88953619,32.18049889
2017/11/21,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,26,18.12,76.16,4.26,20.4,0.45,39.93620892,33.12620808,39.5704984,37.64932804
2017/11/22,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,30,18.45,68.76,6.18,9.6,1.01,38.22649165,34.16214548,36.24107198,29.36451182
2017/11/23,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,36,17.14,62.31,5.7,23.9,0.01,42.7043933,36.11338926,41.30176127,33.18070824
2017/11/24,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,16.72,70.7,4.77,34.2,0.31,40.91196276,38.72220702,39.88057983,35.87539772
2017/11/25,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,17.93,80.62,3.66,40.7,0.91,34.93328986,40.18217083,34.65297224,36.56753501
2017/11/26,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,38,18.97,76.48,3.93,17.7,0.23,38.34972562,40.02128561,38.57583484,37.12187027
2017/11/27,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,41,19.41,78.99,3.82,62,0.27,38.13034015,39.82213058,36.21665073,36.52226978
2017/11/28,Hong Kong,"Tai Po, HongKong",22.4509766,114.1641396,39,22.19,78.3,3.06,74.1,0.04,37.77157831,39.0533191,36.92051981,38.53764745
